 ,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Nm,rpm,hp
174,Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0,2982,168.5,343Nm@ 1400-3400rpm,7,343,,
175,Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6,115,,
176,Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5,190,,
177,Honda City 1.5 S MT,2009,345000,47000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,146Nm at 4800 rpm,5,1431,,
178,Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90Nm@ 3500rpm,5,90,,
179,Hyundai Verna Transform SX VTVT,2010,320000,100000,Petrol,Individual,Manual,Third Owner,16.2,1599,103.2,14.9 KGM at 3000 RPM,5,146,,
180,Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,115,,
181,Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5,117,,
182,Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,200,,
183,Tata Tigor 1.2 Revotron XZ,2019,520000,14000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5,114,,
184,Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,200,,
185,Honda City i VTEC S,2015,600000,50000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,145Nm@ 4600rpm,5,145,,
186,Honda Brio S MT,2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,109Nm@ 4500rpm,5,109,,
187,Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5,77,,
188,Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,115,,
189,Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5,113,,
190,Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,90Nm@ 3500rpm,5,90,,
191,Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,113,,
192,Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5,69,,
193,Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,113,,
194,Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,113,,
195,Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,320Nm@ 1500-3000rpm,7,320,,
196,Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5,113,,
197,Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,190,,
198,Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5,90,,
199,Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,173Nm@ 4000rpm,5,173,,
200,Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109Nm@ 4500rpm,5,109,,
201,Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,115,,
202,Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,320,,
203,Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5,62,,
204,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
205,Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,104Nm@ 4000rpm,5,104,,
206,Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,200,,
207,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,113,,
208,Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69Nm@ 3500rpm,5,69,,
209,Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5,111,,
210,Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,140,,
211,Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134Nm@ 4000rpm,5,134,,
212,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,150Nm@ 4500rpm,5,150,,
213,Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,104Nm@ 4000rpm,5,104,,
214,Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5,90,,
215,Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696,162.0,340Nm@ 1800-3250rpm,7,340,,
216,Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,240Nm@ 1600-2800rpm,7,240,,
217,Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,190Nm@ 2000rpm,5,190,,
218,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,259,,
219,Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
220,Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,200,,
221,Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
222,Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5,101,,
223,Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,96,,
224,Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,"12.5@ 3,500(kgm@ rpm)",5,122,,
225,Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
226,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,200Nm@ 1400-3400rpm,7,200,,
227,Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
228,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5,110,,
229,Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,111,,
230,Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
231,Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,200,,
232,Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,"11.8@ 3,200(kgm@ rpm)",5,115,,
233,Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,"11.4 kgm at 4,000 rpm",5,111,,
234,Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,113Nm@ 4200rpm,5,113,,
235,Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4Nm@ 2500rpm,5,135,,
236,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,219,,
237,Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74.0,190Nm@ 2000rpm,5,190,,
238,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7,400,,
239,Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,8,300,,
240,Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,259.9Nm@ 1900-2750rpm,5,259,,
241,Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
242,Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,190,,
243,Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200Nm@ 1750rpm,5,200,,
244,Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,190,,
245,Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5,190,,
246,Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,343Nm@ 1400-3400rpm,7,343,,
247,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5,140,,
248,Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,134Nm@ 4000rpm,5,134,,
249,Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5,117,,
250,Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,115,,
251,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,200,,
252,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6,247,,
253,Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,190,,
254,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,113,,
255,Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,104Nm@ 4000rpm,5,104,,
256,Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,219,,
257,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,9,290,,
258,Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,223Nm@ 1600-2200rpm,7,223,,
259,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5,140,,
260,Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,140,,
261,Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,"12.5@ 3,500(kgm@ rpm)",5,122,,
262,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,109Nm@ 4500rpm,5,109,,
263,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,114,,
264,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5,200,,
265,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7,320,,
266,Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,1765,,
267,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,1765,,
268,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,400Nm@ 1400-2800rpm,5,400,,
269,Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59Nm@ 2500rpm,8,59,,
270,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,114,,
271,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8Nm@ 4000rpm,5,111,,
272,Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,113,,
273,Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8Nm@ 4000rpm,5,111,,
274,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114Nm@ 4000rpm,5,114,,
275,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,195,,
276,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,154.9Nm@ 4200rpm,5,154,,
277,Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5,114,,
278,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,113Nm@ 4200rpm,5,113,,
279,Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5,111,,
280,Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,190,,
281,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,114,,
282,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5,160,,
283,Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,114,,
284,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,108Nm@ 4400rpm,5,108,,
285,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5,114,,
286,Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5,200,,
287,Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5,200,,
288,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,130,,
289,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,248Nm@ 2250rpm,5,248,,
290,Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,145Nm@ 4600rpm,5,145,,
291,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
292,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8,200,,
293,Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5,90,,
294,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5,219,,
295,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5,114,,
296,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,190,,
297,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,115,,
298,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,"11.5@ 4,500(kgm@ rpm)",5,112,,
299,Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,114Nm@ 4000rpm,5,114,,
300,Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,113,,
301,Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5,111,,
302,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5,90,,
303,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,200,,
304,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,190Nm@ 2000rpm,5,190,,
305,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160Nm@ 2000rpm,5,160,,
306,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,154.9Nm@ 4200rpm,5,154,,
307,Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,90Nm@ 3500rpm,5,90,,
308,Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,190,,
309,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90Nm@ 3500rpm,5,90,,
310,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,200,,
311,Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,190Nm@ 2000rpm,5,190,,
312,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160Nm@ 2000rpm,5,160,,
313,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,160,,
314,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,200Nm@ 2000-3500rpm,5,200,,
315,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5,259,,
316,Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,113,,
317,Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,104Nm@ 4000rpm,5,104,,
318,Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,114,,
319,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,420Nm@ 1400-2600rpm,7,420,,
320,Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,72Nm@ 4386rpm,5,72,,
321,Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,109Nm@ 4500rpm,5,109,,
322,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,110Nm@ 3750rpm,5,110,,
323,Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,134Nm@ 4000rpm,5,134,,
324,Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,170Nm@ 1800-2400rpm,5,170,,
325,Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,111,,
326,Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,200,,
327,Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
328,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,200,,
329,Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,100Nm@ 2700rpm,5,100,,
330,Hyundai Elantra SX AT,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,177.5Nm@ 4700rpm,5,177,,
331,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,400Nm@ 1400-2800rpm,5,400,,
332,Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,51Nm@ 4000rpm,4,51,,
333,Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160Nm@ 2000rpm,5,160,,
334,Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,190,,
335,Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,111,,
336,Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5,72,,
337,Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,250Nm@ 1250-5300rpm,5,250,,
338,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,320,,
339,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5,400,,
340,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,213,,
341,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90Nm@ 3500rpm,5,90,,
342,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,190,,
343,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,110,,
344,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,200,,
345,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,113,,
346,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,132,,
347,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,113,,
348,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,190,,
349,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,400,,
350,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5,400,,
351,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5,110,,
